molecule,odor
CCCCCC/C=C/C(=O)O,"SubString{String}[""fatty"", ""green""]"
CC(CC(=O)OC)O,"SubString{String}[""apple"", ""fruity"", ""green"", ""winey"", ""grape"", ""fresh""]"
CC1CCC(C(C1)O)C(C)C,"SubString{String}[""mentholic"", ""cooling"", ""minty"", ""peppermint"", ""woody"", ""mint"", ""musty""]"
CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,"SubString{String}[""sweet"", ""beeswax"", ""berry"", ""floral"", ""fruity"", ""woody"", ""tropical"", ""violet""]"
COC1=CC=CC(=C1)O,"SubString{String}[""phenolic"", ""medicinal"", ""sweet""]"
C1=CC=C(C=C1)CC(C(=O)O)N,"SubString{String}[""odorless"", ""cocoa"", ""chocolate""]"
C1=CC=C(C=C1)CSSCC2=CC=CC=C2,"SubString{String}[""caramellic"", ""smoky"", ""burnt"", ""green"", ""earthy"", ""sulfurous""]"
COC1=CC=C(C=C1)O,"SubString{String}[""phenolic"", ""anisic"", ""aromatic"", ""sweet""]"
COC1=CC=C(C=C1)OC,"SubString{String}[""sweet"", ""hay"", ""new"", ""mown"", ""fennel"", ""green"", ""earthy"", ""tobacco"", ""nutty"", ""phenolic""]"
CC(CCC=C(C)C)CCOC(=O)C,"SubString{String}[""fruit"", ""floral"", ""rose"", ""fruity"", ""green"", ""woody"", ""tropical"", ""citrus"", ""fresh""]"
C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,"SubString{String}[""floral"", ""powdery"", ""balsamic"", ""waxy""]"
CC(=O)OC(C)(C)CC1=CC=CC=C1,"SubString{String}[""sweet"", ""berry"", ""floral"", ""rose"", ""fruity"", ""pear"", ""powdery"", ""green"", ""jasmin"", ""fresh"", ""jasmine""]"
COC1=CC(=CC=C1)OC,"SubString{String}[""sweet"", ""root"", ""beer"", ""nutmeg"", ""medicinal"", ""fruity"", ""acidic"", ""cooling"", ""neroli"", ""earthy"", ""nutty""]"
CCC(C)CCC(C)(CC)O,"SubString{String}[""sweet"", ""blueberry"", ""floral"", ""rose"", ""bois"", ""de"", ""fresh"", ""woody""]"
CC(=C)C1CCC(=CC1)COC(=O)C,"SubString{String}[""spicy"", ""floral"", ""herbal"", ""fruity"", ""geranium"", ""phenolic"", ""green"", ""fruit"", ""dried"", ""woody""]"
CC1=CCC(CC1)C(=C)COC(=O)C,"SubString{String}[""sweet"", ""minty"", ""fruity"", ""woody"", ""herbal""]"
CCC1=CC=C(C=C1)OC,"SubString{String}[""anise"", ""anisic"", ""tobacco"", ""nutty"", ""phenolic""]"
CC1=C(OC=C1)CC=C(C)C,"SubString{String}[""caramellic"", ""minty"", ""green"", ""lemon"", ""citrus""]"
CC(=O)SC,"SubString{String}[""vegetable"", ""sulfurous"", ""eggy"", ""cabbage"", ""dairy"", ""cheesy"", ""popcorn""]"
CC1(CCCC2(C1=CC(=O)O2)C)C,"SubString{String}[""plum"", ""berry"", ""ripe"", ""grape"", ""fruity"", ""apricot"", ""fruit"", ""tropical"", ""woody"", ""tobacco"", ""tea"", ""floral"", ""sweet""]"
CCCCC(C(=O)C)C(=O)OCC,"SubString{String}[""winey"", ""fruity"", ""green"", ""herbal"", ""floral""]"
CCC=CCCCC1CCCC(=O)O1,"SubString{String}[""fruity"", ""fatty"", ""waxy"", ""dairy""]"
CCCCC(=O)OC1CCCCC1,"SubString{String}[""herbal"", ""fruity"", ""animal""]"
CCCC(=O)OC1CCCCC1,"SubString{String}[""apple"", ""fruity"", ""pineapple"", ""floral"", ""fresh"", ""sweet""]"
CCCC=CC(=O)OCC,"SubString{String}[""sweet"", ""juicy"", ""rummy"", ""fruity"", ""green"", ""ripe"", ""apple"", ""strawberry"", ""pineapple""]"
C1=CC=C(C=C1)CC(=O)C(=O)O,"SubString{String}[""sweet"", ""honey"", ""weedy"", ""acidic"", ""phenolic"", ""green"", ""almond"", ""burnt"", ""caramellic""]"
CCC(C)CCC(=O)O,"SubString{String}[""cheesy"", ""sour"", ""fatty"", ""fruity""]"
CC1CCC(C(C1)OC)C(C)C,"SubString{String}[""minty"", ""fresh"", ""mint""]"
CCCCCCCC(CC)O,"SubString{String}[""musty"", ""mushroom"", ""fatty"", ""floral"", ""orange"", ""oily"", ""waxy""]"
CCC1=NC=CS1,"SubString{String}[""nutty"", ""green"", ""tomato"", ""leafy"", ""vegetable""]"
CCC1=NC(=CS1)C,"SubString{String}[""meaty"", ""sulfurous"", ""nutty"", ""savory"", ""coffee"", ""brown"", ""green"", ""pistachio"", ""cocoa""]"
CC1=CSC(=N1)C(C)C,"SubString{String}[""vegetable"", ""musty"", ""meaty"", ""sulfurous"", ""nutty"", ""fruity"", ""rooty"", ""alliaceous"", ""coffee"", ""green"", ""fruit"", ""tropical"", ""earthy"", ""peach""]"
CCOC1=NC=CS1,"SubString{String}[""musty"", ""vegetable"", ""nutty"", ""coffee"", ""burnt"", ""brothy"", ""phenolic"", ""green"", ""roasted"", ""meaty"", ""onion"", ""sweet""]"
CC(CCC=C(C)C)O,"SubString{String}[""sweet"", ""oily"", ""green"", ""coriander"", ""citrus"", ""fatty"", ""floral""]"
C1CCC(CC1)S,"SubString{String}[""sulfurous"", ""meaty"", ""garlic"", ""onion"", ""horseradish"", ""vegetable""]"
CCCCOC(=O)C(C)CC,"SubString{String}[""cocoa"", ""herbal"", ""fruity"", ""grassy"", ""jammy"", ""green"", ""ethereal"", ""celery"", ""tropical"", ""peach"", ""apple"", ""pineapple""]"
CCC1=NC=CN=C1C,"SubString{String}[""musty"", ""nutty"", ""bready"", ""peanut"", ""earthy"", ""raw"", ""corn"", ""roasted"", ""green"", ""burnt"", ""hazelnut"", ""potato""]"
CCC1=NC=CN=C1CC,"SubString{String}[""nutty"", ""raw"", ""pepper"", ""bell"", ""potato"", ""roasted"", ""earthy""]"
CCC1=CN=C(C(=N1)C)C,"SubString{String}[""roasted"", ""burnt"", ""popcorn"", ""cocoa"", ""nutty"", ""almond"", ""chocolate""]"
CCC1=CN=C(S1)CC,"SubString{String}[""musty"", ""nutty"", ""meaty""]"
CC(=O)OCCCC=C,"SubString{String}[""vegetable"", ""metallic"", ""meaty"", ""sulfurous"", ""cooked"", ""weedy"", ""plastic"", ""green"", ""acrylate"", ""fruity""]"
CC/C=C/C=O,"SubString{String}[""fruity"", ""apple"", ""orange"", ""green"", ""tomato"", ""pungent""]"
CC/C=C\CO,"SubString{String}[""cherry"", ""metallic"", ""aldehydic"", ""medicinal"", ""nasturtium"", ""fruity"", ""phenolic"", ""green"", ""ethereal"", ""narcissus"", ""citrus""]"
CC/C=C/CO,"SubString{String}[""mushroom"", ""ethereal"", ""citrus"", ""green"", ""fruity"", ""metallic"", ""fresh""]"
CC1=CC(=C(C=C1)C=O)C,"SubString{String}[""cherry"", ""vanilla"", ""naphthyl"", ""sweet"", ""spicy"", ""powdery"", ""almond"", ""chemical""]"
CCCC1=NC=CN=C1C,"SubString{String}[""nutty"", ""earthy"", ""cocoa"", ""musty""]"
CCCCCC(OC)OC,"SubString{String}[""sweet"", ""musty"", ""green"", ""dry"", ""apple"", ""leafy""]"
CCCCCC1OCC(O1)C,"SubString{String}[""sweet"", ""vegetable"", ""rue"", ""clean"", ""petroleum"", ""fruity"", ""pineapple"", ""fresh"", ""green"", ""licorice"", ""waxy""]"
CC(C)CCCC(C)CCCC(=O)C,"SubString{String}[""dry"", ""musty"", ""hay"", ""fruity"", ""fatty"", ""woody"", ""floral"", ""sweet""]"
CCOC(C)OC(=O)C,"SubString{String}[""estery"", ""sour"", ""acetic"", ""fruity"", ""melon"", ""rind"", ""green"", ""pepper"", ""bell"", ""citrus"", ""aromatic"", ""ethereal"", ""fresh"", ""winey""]"
CCC(CS)S,"SubString{String}[""sulfurous"", ""meaty"", ""roasted"", ""burnt"", ""garlic""]"
CC/C=C(\C)/C(=O)OCC,"SubString{String}[""fruity"", ""rummy"", ""berry"", ""sweet"", ""rum""]"
CSCSC,"SubString{String}[""mustard"", ""metallic"", ""spicy"", ""sulfurous"", ""mushroom"", ""garlic"", ""horseradish"", ""alliaceous"", ""green"", ""pungent"", ""meaty"", ""onion""]"
COC1=CC=CC=N1,"SubString{String}[""fermented"", ""tea"", ""green"", ""phenolic"", ""smoky"", ""burnt""]"
CCC(=O)C=C,"SubString{String}[""mustard"", ""spicy"", ""peppery"", ""garlic"", ""onion"", ""ethereal"", ""pungent"", ""alliaceous"", ""radish""]"
CCCC(=O)C=C,"SubString{String}[""vegetable"", ""cooked"", ""metallic"", ""green""]"
CC(C)(C)OC,"SubString{String}[""minty"", ""winey"", ""fresh"", ""gasoline"", ""ethereal""]"
CCCCCCCS,"SubString{String}[""onion"", ""sulfurous"", ""vegetable"", ""meaty"", ""fatty"", ""savory""]"
CCCCCCCC1CC=CC(=O)O1,"SubString{String}[""creamy"", ""fatty"", ""coconut"", ""lactonic"", ""waxy"", ""dairy"", ""buttery""]"
CC1CCOC(C1)C=C(C)C,"SubString{String}[""vegetable"", ""spicy"", ""rose"", ""red"", ""floral"", ""herbal"", ""camphoreous"", ""fresh"", ""green"", ""geranium"", ""earthy""]"
CC1CCC(C(C1)OC(=O)C)C(C)C,"SubString{String}[""tea"", ""berry"", ""mentholic"", ""fruity"", ""cooling"", ""minty"", ""fresh"", ""herbal"", ""sweet"", ""mint""]"
CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,"SubString{String}[""cooling"", ""woody"", ""fruity"", ""sweet"", ""balsamic"", ""mint"", ""herbal""]"
CCCCCCC1CCCCC(=O)O1,"SubString{String}[""sweet"", ""celery"", ""fruity"", ""peach"", ""fatty"", ""milky"", ""apricot""]"
CCCC(=O)OCC/C=C\CC,"SubString{String}[""metallic"", ""vegetable"", ""grape"", ""fruity"", ""winey"", ""apple"", ""green"", ""fresh"", ""buttery""]"
CCCCCC(C=C)OC(=O)CCC,"SubString{String}[""metallic"", ""mushroom"", ""floral"", ""fruity"", ""orchid"", ""privet"", ""green"", ""watery"", ""buttery"", ""waxy"", ""earthy""]"
CCCCCCCCCC(C)O,"SubString{String}[""cloth"", ""laundered"", ""sarsaparilla"", ""fresh"", ""waxy"", ""rose"", ""floral"", ""soapy"", ""citrus"", ""oily"", ""fatty"", ""fruity""]"
CCC(C)(C)C1CCC(=O)CC1,"SubString{String}[""dry"", ""camphoreous"", ""woody"", ""earthy"", ""orris""]"
CC(=O)OCCCSC,"SubString{String}[""sulfurous"", ""mushroom"", ""herbal"", ""potato"", ""cabbage"", ""asparagus"", ""cheesy"", ""green""]"
CCCC(=O)OCCCSC,"SubString{String}[""sulfurous"", ""mushroom"", ""fruity"", ""pineapple"", ""cheesy"", ""savory"", ""tropical""]"
CCOC(CCSC)OCC,"SubString{String}[""cabbage"", ""pungent"", ""sulfurous"", ""potato"", ""cheesy""]"
COC(=O)CSC,"SubString{String}[""sulfurous"", ""potato"", ""baked"", ""nutty"", ""fruity"", ""roasted"", ""tropical"", ""cooked"", ""vegetable"", ""meaty"", ""savory"", ""cheesy""]"
CCC/C=C\C=O,"SubString{String}[""green"", ""fruity"", ""fresh"", ""grassy""]"
CCOC1(CCCCC1)OCC,"SubString{String}[""tobacco"", ""woody"", ""fruity"", ""rummy"", ""alcoholic"", ""ethereal"", ""fermented"", ""aromatic"", ""rum""]"
C1CCC(C1)S,"SubString{String}[""vegetable"", ""meaty"", ""eggy"", ""garlic"", ""horseradish"", ""alliaceous"", ""onion"", ""celery"", ""burnt""]"
CC1(C2CC1C3(C(C2)O3)C)C,"SubString{String}[""green"", ""pine"", ""fresh"", ""sweet""]"
CCCCC/C=C\CCCCCCC=O,"SubString{String}[""beeswax"", ""fatty"", ""floral"", ""herbal"", ""fruity"", ""orange"", ""peel"", ""green"", ""citrus"", ""waxy"", ""fresh"", ""sweet""]"
CCCC/C=C/COC(=O)C,"SubString{String}[""sweet"", ""fruity"", ""pineapple"", ""kiwi"", ""tropical"", ""waxy"", ""green"", ""fatty""]"
CC/C=C(\C)/C(=O)O,"SubString{String}[""strawberry"", ""fruity"", ""woody"", ""green"", ""caramellic"", ""sweet""]"
CCC1=CC=C(O1)C,"SubString{String}[""burnt"", ""fresh"", ""gassy"", ""gasoline"", ""ethereal""]"
CCC(=O)C(C)S,"SubString{String}[""roasted"", ""meaty"", ""catty"", ""onion"", ""sulfurous"", ""grapefruit""]"
CC1=CC=C(C=C1)OC2=CC=CC=C2,"SubString{String}[""floral"", ""narcissus"", ""rose"", ""green"", ""metallic""]"
CCC/C=C\CCO,"SubString{String}[""dry"", ""fatty"", ""cortex"", ""herbal"", ""oily"", ""grassy"", ""green"", ""earthy"", ""waxy"", ""melon"", ""floral""]"
C/C=C/C=C/CO,"SubString{String}[""herbal"", ""fresh"", ""green"", ""fruity"", ""vegetable"", ""tropical""]"
CCCCCC(CCCC(=O)OCC1COC(O1)(C)C)O,"SubString{String}[""peach"", ""fruity"", ""fatty"", ""oily"", ""sweet""]"
CC1=C(C(CCC1)(C)C)CCC(=O)C,"SubString{String}[""dry"", ""amber"", ""mahogany"", ""woody"", ""earthy"", ""orris"", ""fruity"", ""floral""]"
CCCCCCCCCCCOC(=O)C,"SubString{String}[""clean"", ""oily"", ""waxy"", ""fatty"", ""rose""]"
CCCCCCCCC(=O)OC,"SubString{String}[""sweet"", ""fruity"", ""winey"", ""pear"", ""tropical"", ""waxy"", ""green"", ""nutty"", ""coconut""]"
CCCCCCCCCCC(=O)OC,"SubString{String}[""fruity"", ""fatty"", ""waxy"", ""oily"", ""winey"", ""sweet""]"
CC(C)OC(=O)C=C(C)C,"SubString{String}[""sweet"", ""vegetable"", ""spicy"", ""cooling"", ""green"", ""minty"", ""chamomile"", ""mint""]"
CCC1(CC(=O)C(=C(C1C)C)C)C,"SubString{String}[""caramellic"", ""fruity"", ""spicy"", ""creamy"", ""nutty""]"
CCCCCC=C1CCCC1=O,"SubString{String}[""spicy"", ""warm"", ""floral"", ""fruity"", ""jasmin"", ""green"", ""jasmine"", ""herbal""]"
CCC(=O)OC1CC2CC1C3C2C=CC3,"SubString{String}[""herbal"", ""fruity"", ""oily"", ""basil"", ""woody"", ""jasmin"", ""fresh""]"
COC(=O)/C=C/C1=CC=CC=C1,"SubString{String}[""sweet"", ""strawberry"", ""balsamic"", ""cherry"", ""fruity""]"
CC/C=C/CC/C=C/C=O,"SubString{String}[""vegetable"", ""fatty"", ""melon"", ""cucumber"", ""fresh"", ""green"", ""citrus"", ""violet"", ""leafy""]"
CCCSSSC,"SubString{String}[""metallic"", ""clean"", ""sulfurous"", ""garlic"", ""onion"", ""green"", ""scallion"", ""cooked"", ""sweet""]"
CCCC1=NC=CS1,"SubString{String}[""herbal"", ""green"", ""vegetable"", ""nutty""]"
CC/C=C\CC(=O)O,"SubString{String}[""sweaty"", ""fruity"", ""acidic"", ""grassy"", ""green"", ""cheesy"", ""melon""]"
CC1=CCOC(C1)C=C(C)C,"SubString{String}[""vegetable"", ""cortex"", ""minty"", ""floral"", ""herbal"", ""weedy"", ""green"", ""narcissus"", ""celery""]"
C/C(=C\C/C=C(\C)/C=C)/CC/C=C(\C)/C=O,"SubString{String}[""juicy"", ""aldehydic"", ""mandarin"", ""sour"", ""powdery"", ""orange"", ""candy"", ""citrus"", ""waxy""]"
C[C@@H]1CCC2=C(C1)OC=C2C,"SubString{String}[""camphoreous"", ""herbal"", ""minty"", ""leafy"", ""hay"", ""musty"", ""sweet"", ""mint""]"
C=CCOC(=O)CC1=CC=CC=C1,"SubString{String}[""honey"", ""fruity"", ""rummy"", ""pineapple"", ""sweet""]"
CC(=C)[C@H]1CCC(=CC1)C=O,"SubString{String}[""fatty"", ""herbal"", ""oily"", ""grassy"", ""fresh"", ""green"", ""cherry"", ""minty"", ""spicy""]"
CC(C)CCCCOC(=O)C,"SubString{String}[""sweet"", ""minty"", ""green"", ""fruity""]"
C=CCCCN=C=S,"SubString{String}[""mustard"", ""horseradish"", ""green"", ""pungent""]"
CCCC1=NC=CN=C1,"SubString{String}[""vegetable"", ""nutty"", ""barley"", ""roasted"", ""green"", ""hazelnut"", ""corn""]"
CCC1=NC=C(N=C1CC)C,"SubString{String}[""hazelnut"", ""roasted"", ""musty"", ""vegetable"", ""meaty"", ""foliage"", ""potato"", ""dusty"", ""green"", ""toasted"", ""earthy"", ""nut"", ""skin"", ""nutty"", ""chocolate""]"
CCC1=CN=C(C(=N1)CC)C,"SubString{String}[""vegetable"", ""nutty"", ""meaty"", ""green"", ""earthy"", ""cocoa""]"
CCC/C=C/C(OC)OC,"SubString{String}[""apple"", ""fruity"", ""green""]"
CC1C2CC(C1=O)CC2(C)C,"SubString{String}[""camphoreous"", ""woody"", ""cedar"", ""pine"", ""herbal""]"
CCCCC(=O)OC(C)C,"SubString{String}[""fruity"", ""pineapple"", ""apple"", ""ethereal"", ""winey"", ""brandy""]"
CCC1(C(C2CCC1(C2)C)(C)C)O,"SubString{String}[""musty"", ""dirty"", ""rooty"", ""camphoreous"", ""patchouli"", ""earthy"", ""humus""]"
C=CCOC=O,"SubString{String}[""fruity"", ""ethereal"", ""pungent""]"
CC(=C)[C@@H]1C[C@H]2[C@](O2)(C(=O)C1)C,"SubString{String}[""sweet"", ""spicy"", ""spearmint"", ""minty"", ""caraway"", ""ethereal""]"
CCCCCC/C=C/C(=O)C,"SubString{String}[""fatty"", ""fruity"", ""pear"", ""apple"", ""green"", ""fresh"", ""milky"", ""earthy"", ""jasmin"", ""waxy"", ""savory"", ""chicken"", ""jasmine"", ""buttery""]"
CCCCC/C=C/CO,"SubString{String}[""vegetable"", ""fatty"", ""citrus"", ""green"", ""oily"", ""cucumber""]"
CCCCC/C=C/C=C/CO,"SubString{String}[""fatty"", ""melon"", ""fruity"", ""dairy"", ""citrus"", ""waxy"", ""chicken""]"
CC1COC(O1)CC(C)C,"SubString{String}[""sweet"", ""rummy"", ""sour"", ""ripe"", ""fruity"", ""ethereal"", ""tropical"", ""dairy"", ""buttery"", ""creamy"", ""malty"", ""cocoa"", ""fermented""]"
CCC(C)(CCC=C(C)C)O,"SubString{String}[""blueberry"", ""floral"", ""weedy"", ""bois"", ""de"", ""rose"", ""woody"", ""citrus""]"
CCC(C)CCCC(C)(C)O,"SubString{String}[""sweet"", ""lime"", ""floral"", ""fresh"", ""lily"", ""citrus""]"
CC(CCCC(C)(C)O)C=C,"SubString{String}[""cologne"", ""lime"", ""clean"", ""floral"", ""weedy"", ""fresh"", ""citrus"", ""herbal""]"
CC1=CCC(CC1)C(C)CO,"SubString{String}[""herbal"", ""fruity""]"
CCCCCCC/C=C/C=C/CO,"SubString{String}[""fruity"", ""green"", ""waxy"", ""fatty"", ""chicken""]"
CCCCC/C(=C\C1=CC=CC=C1)/CO,"SubString{String}[""sweet"", ""spicy"", ""cinnamon"", ""floral"", ""fruity"", ""jasmin"", ""waxy"", ""pear"", ""jasmine""]"
CC/C=C\CCC(OCC)OCC,"SubString{String}[""dry"", ""vegetable"", ""seedy"", ""fatty"", ""herbal"", ""cucumber"", ""fruity"", ""oily"", ""apple"", ""creamy"", ""fishy"", ""green"", ""salty"", ""waxy"", ""tropical""]"
CC(C)CC1=NC=CS1,"SubString{String}[""vegetable"", ""metallic"", ""musty"", ""privet"", ""wasabi"", ""tomato"", ""leaf"", ""green"", ""earthy"", ""waxy"", ""leafy""]"
C=CCOC(=O)/C=C/C1=CC=CC=C1,"SubString{String}[""fruity"", ""apricot"", ""balsamic"", ""peach"", ""spicy"", ""sweet""]"
C[C@@H]1CC[C@@H](C[C@H]1O)C(=C)C,"SubString{String}[""woody"", ""spicy"", ""herbal"", ""musty"", ""mint""]"
CCCCC/C=C\CC1CCC(=O)O1,"SubString{String}[""sweet"", ""fatty"", ""fruity"", ""creamy"", ""lactonic"", ""dairy"", ""waxy"", ""peach"", ""buttery""]"
CCCCC/C=C/C(=O)O,"SubString{String}[""musty"", ""dirty"", ""aldehydic"", ""vegetable"", ""fatty"", ""sour"", ""acidic"", ""cheesy"", ""waxy"", ""creamy"", ""chicken"", ""dairy""]"
CCSCCCO,"SubString{String}[""vegetable"", ""potato"", ""sulfurous""]"
CCC/C=C/CCC(=O)O,"SubString{String}[""greasy"", ""green"", ""oily"", ""fatty"", ""fruity"", ""waxy"", ""dairy""]"
CCCCCCC1=CC=CS1,"SubString{String}[""meaty"", ""sulfurous"", ""floral"", ""fruity"", ""green"", ""gassy"", ""savory"", ""metallic"", ""tropical"", ""mushroom""]"
CC(=CCC/C(=C/CCC(=C)C=C)/C)C,"SubString{String}[""sweet"", ""woody"", ""citrus"", ""herbal"", ""green""]"
CCCCCCCCC(OC)OC,"SubString{String}[""floral"", ""plastic"", ""fresh"", ""green"", ""citrus"", ""melon"", ""vegetable""]"
CCCC/C=C/C=O,"SubString{String}[""vegetable"", ""fatty"", ""fruity"", ""oily"", ""fresh"", ""green"", ""pungent"", ""apple"", ""sweet""]"
CCCCCC/C=C/C=O,"SubString{String}[""aldehydic"", ""fatty"", ""cucumber"", ""green"", ""citrus"", ""melon"", ""waxy"", ""orris""]"
CC(C)SCC1=CC=CO1,"SubString{String}[""coffee"", ""savory"", ""floral"", ""meaty"", ""roasted"", ""garlic"", ""onion""]"
CCCCC/C=C/C=C/C(=O)NCC(C)C,"SubString{String}[""herbal"", ""spicy""]"
CCCCCC1COCCC1OC(=O)C,"SubString{String}[""mushroom"", ""floral"", ""herbal"", ""oily"", ""green"", ""jasmin"", ""lactonic"", ""jasmine"", ""tea"", ""sweet""]"
CC(C)C/C=C(/C=O)\C1=CC=CC=C1,"SubString{String}[""sweet"", ""aldehydic"", ""butter"", ""rancid"", ""cocoa"", ""nutty"", ""fruity"", ""brown"", ""green"", ""bitter"", ""nut"", ""skin"", ""chocolate""]"
CCCCCCCCC(C)C=O,"SubString{String}[""dry"", ""fresh"", ""watery"", ""citrus"", ""waxy"", ""green"", ""fatty"", ""orange""]"
CC1=CCC(C1(C)C)CCO,"SubString{String}[""camphoreous"", ""sweet"", ""berry"", ""woody""]"
CCCCCCOC(=O)/C=C/C,"SubString{String}[""sweet"", ""vegetable"", ""caramellic"", ""fruity"", ""tropical"", ""pineapple"", ""walnut"", ""oily"", ""apple"", ""pear"", ""green"", ""radish"", ""celery"", ""woody""]"
CC(CCC=C(C)C)OC(=O)C,"SubString{String}[""fruity"", ""green"", ""floral"", ""earthy""]"
CCCC(C)CC=O,"SubString{String}[""sweet"", ""green"", ""fatty"", ""fruity"", ""aldehydic"", ""cheesy""]"
CC1=C(C(=O)CO1)O,"SubString{String}[""sweet"", ""sugar"", ""burnt"", ""cotton"", ""candy"", ""caramellic"", ""bready"", ""roasted""]"
CC(C)CCOC(=O)C(C)O,"SubString{String}[""creamy"", ""nutty"", ""fruity"", ""oily"", ""winey"", ""caramellic""]"
C[C@H](C1=CC=CC=C1)N(C)C,"SubString{String}[""sweet"", ""fishy"", ""ammoniacal""]"
CCCCCCC/C=C/COC(=O)C,"SubString{String}[""fatty"", ""waxy"", ""citrus"", ""fruity""]"
CCOC(=O)CCC=C,"SubString{String}[""warm"", ""caramellic"", ""herbal"", ""fruity"", ""green"", ""ethereal""]"
C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,"SubString{String}[""musty"", ""earthy"", ""fresh"", ""humus"", ""green"", ""herbal""]"
CCOC(=O)C(C)S,"SubString{String}[""meaty"", ""sulfurous"", ""onion"", ""green"", ""fruity""]"
CCCOC(=O)C(C)S,"SubString{String}[""meaty"", ""roasted"", ""potato"", ""baked"", ""cooked"", ""fruity"", ""tropical"", ""strawberry""]"
CC(=O)CC(C)(C)S,"SubString{String}[""currant"", ""bud"", ""black"", ""meaty"", ""sulfurous"", ""catty"", ""fruity"", ""green"", ""savory"", ""tropical""]"
CCC1=CN=C(S1)C,"SubString{String}[""pyrazine"", ""fishy"", ""chocolate"", ""roasted"", ""green"", ""alliaceous"", ""cocoa"", ""burnt"", ""sulfurous""]"
CCCCC(/C=C/C)O,"SubString{String}[""fruity"", ""berry"", ""apple"", ""pear"", ""cherry""]"
CCOC(=O)CCC1=CC=CC=C1,"SubString{String}[""rummy"", ""floral"", ""honey"", ""rose"", ""fruity"", ""hyacinth"", ""sweet"", ""rum""]"
CCCOC(=O)C(=O)C,"SubString{String}[""caramellic"", ""floral"", ""sweet"", ""fruity"", ""burnt""]"
CCCCCCOC(=O)C(C)O,"SubString{String}[""floral"", ""fruity"", ""sweet"", ""green""]"
CCCCCC(CC)OC(=O)CCC,"SubString{String}[""musty"", ""herbal"", ""fruity"", ""green"", ""citrus""]"
CCSSC,"SubString{String}[""vegetable"", ""sulfurous"", ""truffle"", ""alliaceous"", ""green"", ""onion""]"
CCCCCCCC(=O)OCCC(C)C,"SubString{String}[""sweet"", ""fatty"", ""fruity"", ""pineapple"", ""oily"", ""coconut"", ""green"", ""soapy"", ""waxy"", ""cognac"", ""winey""]"
CC(=C)[C@@H]1CCC2(C(C1)O2)C,"SubString{String}[""fruity"", ""citrus"", ""green"", ""fresh"", ""herbal"", ""mint""]"
CCCCCCCCC/C=C/C=O,"SubString{String}[""metallic"", ""mandarin"", ""aldehydic"", ""herbal"", ""orange"", ""citrus"", ""waxy""]"
C1=CC=NC(=C1)CS,"SubString{String}[""clean"", ""sulfurous"", ""savory"", ""pork"", ""beefy"", ""roasted"", ""meaty"", ""fatty""]"
COC(=O)CCCC1=CC=CC=C1,"SubString{String}[""sweet"", ""floral"", ""honey"", ""fruity"", ""fruit"", ""dried""]"
CC1=C(C(CC=C1)(C)C)CCC(=O)C,"SubString{String}[""floral"", ""rose"", ""tobacco"", ""waxy""]"
CCCCCOC(=O)C1=CC=CC=C1,"SubString{String}[""musty"", ""floral"", ""amber"", ""balsamic"", ""green"", ""fruity"", ""sweet""]"
CC(C)CCOC(=O)C(C)C,"SubString{String}[""cherry"", ""sweet"", ""banana"", ""unripe"", ""estery"", ""grape"", ""cocoa"", ""fruity"", ""apple"", ""green"", ""ethereal"", ""tropical"", ""waxy""]"
CCCCCOC(=O)C1=CC=CC=C1O,"SubString{String}[""sweet"", ""floral"", ""herbal"", ""clover"", ""green"", ""chocolate"", ""balsamic""]"
CCCCC(=O)OCCC(C)C,"SubString{String}[""apple"", ""fruity"", ""green"", ""ripe"", ""apricot"", ""fatty"", ""banana"", ""fermented"", ""herbal""]"
C=CCSSSCC=C,"SubString{String}[""garlic"", ""metallic"", ""sulfurous"", ""onion"", ""green"", ""roasted"", ""savory""]"
CC(C)CCSSCCC(C)C,"SubString{String}[""sweet"", ""onion"", ""vegetable"", ""meaty"", ""green"", ""alliaceous"", ""savory"", ""sulfurous""]"
CCCCCCC(C)OC(=O)C,"SubString{String}[""fruity"", ""waxy"", ""floral"", ""herbal""]"
CCCC(=O)OCC=C,"SubString{String}[""sweet"", ""fruity"", ""pineapple"", ""green"", ""tropical"", ""pungent"", ""waxy"", ""apple"", ""apricot""]"
CC(C(=O)OCC1=CC=CC=C1)O,"SubString{String}[""floral"", ""buttery"", ""fruity"", ""fatty"", ""caramellic"", ""dairy"", ""sweet""]"
CCCCOC(=O)CCC(=O)C,"SubString{String}[""caramellic"", ""herbal"", ""savory"", ""fruity"", ""waxy"", ""fatty"", ""sweet""]"
CSCCCCO,"SubString{String}[""vegetable"", ""sulfurous"", ""garlic"", ""potato"", ""alliaceous"", ""cabbage"", ""green"", ""fruity"", ""metallic"", ""tomato"", ""mushroom"", ""cheesy""]"
